,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,membrane,solvent,solute_smiles,secondary_solute_smiles,secondary_solute_ratio,pressure,temperature,permeance,process_configuration,solute_category,catalyst_smiles,hub,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,membrane_SM122,membrane_DM500,membrane_PMPerformance,membrane_DM300,membrane_SS150101,membrane_SS336,membrane_GMT-oNF-2,membrane_DM150,process_configuration_CF,process_configuration_DE,rejection_mcmpnn_combi_v42a_fold0,rejection_mcmpnn_combi_v42a_fold4,rejection_mcmpnn_combi_v42a_fold1,rejection_mcmpnn_combi_v42a_fold2,rejection_mcmpnn_combi_v42a_fold3,mcmpnn_rejection_mean_predicted,mcmpnn_rejection_ci_lower,mcmpnn_rejection_ci_upper
12,12,12,12,12,12,12,GMT-oNF-2,Toluene,CC1=CC=[N]([Ru]23([N]4=C(C5=CC=CC=[N]53)C=CC=C4)6[N]7=CC=CC=C7C8=[N]2C=CC=C8)C(C9=[N]6C=CC(COCC(COCC%10=CC=[N]([Ru]%11%12([N]%13=C(C%14=CC=CC=[N]%14%12)C=CC=C%13)%15[N]%16=CC=CC=C%16C%17=[N]%11C=CC=C%17)C(C%18=[N]%15C=CC(C)=C%18)=C%10)(COCC(C=C%19)=CC%20=[N]%19[Ru]%21%22([N]%23=CC=C(C=C%23%20)C)([N]%24=C(C%25=CC=CC=[N]%22%25)C=CC=C%24)[N]%26=CC=CC=C%26C%27=[N]%21C=CC=C%27)COCC%28=CC=[N]%29[Ru]%30%31([N]%32=CC=CC=C%32C%33=[N]%30C=CC=C%33)([N]%34=C(C%35=CC=CC=[N]%31%35)C=CC=C%34)[N]%36=C(C=C(C=C%36)C)C%29=C%28)=C9)=C1,CC1=CC=[N]([Ru]23([N]4=C(C5=CC=CC=[N]53)C=CC=C4)6[N]7=CC=CC=C7C8=[N]2C=CC=C8)C(C9=[N]6C=CC(COCC(COCC%10=CC=[N]([Ru]%11%12([N]%13=C(C%14=CC=CC=[N]%14%12)C=CC=C%13)%15[N]%16=CC=CC=C%16C%17=[N]%11C=CC=C%17)C(C%18=[N]%15C=CC(C)=C%18)=C%10)(COCC(C=C%19)=CC%20=[N]%19[Ru]%21%22([N]%23=CC=C(C=C%23%20)C)([N]%24=C(C%25=CC=CC=[N]%22%25)C=CC=C%24)[N]%26=CC=CC=C%26C%27=[N]%21C=CC=C%27)COCC%28=CC=[N]%29[Ru]%30%31([N]%32=CC=CC=C%32C%33=[N]%30C=CC=C%33)([N]%34=C(C%35=CC=CC=[N]%31%35)C=CC=C%34)[N]%36=C(C=C(C=C%36)C)C%29=C%28)=C9)=C1,0.5,30,25,0.341,CF,metal_catalyst,CC1=CC=[N]([Ru]23([N]4=C(C5=CC=CC=[N]53)C=CC=C4)6[N]7=CC=CC=C7C8=[N]2C=CC=C8)C(C9=[N]6C=CC(C)=C9)=C1,H5,GMT-oNF,300,87.0,-8.0,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2518.834999999995,27.040480000000063,2518.834999999995,27.040480000000063,0,0,0,0,0,0,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,13,13,13,13,13,13,GMT-oNF-2,Toluene,CC(C=C1)=CC2=[N]1[Ru]34([N]5=CC=C(C=C52)COC(C=C6)=CC=C6C(C7=CC=C(OCC8=CC(C9=CC(C)=CC=[N]9[Ru]%10%11([N]%12=C(C%13=CC=CC=[N]%13%11)C=CC=C%12)%14[N]%15=CC=CC=C%15C%16=[N]%10C=CC=C%16)=[N]%14C=C8)C=C7)(C%17=CC=C(OCC%18=CC=[N]%19[Ru]%20%21([N]%22=CC=CC=C%22C%23=[N]%20C=CC=C%23)([N]%24=C(C%25=CC=CC=[N]%21%25)C=CC=C%24)[N]%26=C(C=C(C=C%26)C)C%19=C%18)C=C%17)C%27=CC=C(OCC%28=CC(C%29=CC(C)=CC=[N]%29[Ru]%30%31([N]%32=C(C%33=CC=CC=[N]%33%31)C=CC=C%32)%34[N]%35=CC=CC=C%35C%36=[N]%30C=CC=C%36)=[N]%34C=C%28)C=C%27)([N]%37=C(C%38=CC=CC=[N]4%38)C=CC=C%37)[N]%39=CC=CC=C%39C%40=[N]3C=CC=C%40,CC(C=C1)=CC2=[N]1[Ru]34([N]5=CC=C(C=C52)COC(C=C6)=CC=C6C(C7=CC=C(OCC8=CC(C9=CC(C)=CC=[N]9[Ru]%10%11([N]%12=C(C%13=CC=CC=[N]%13%11)C=CC=C%12)%14[N]%15=CC=CC=C%15C%16=[N]%10C=CC=C%16)=[N]%14C=C8)C=C7)(C%17=CC=C(OCC%18=CC=[N]%19[Ru]%20%21([N]%22=CC=CC=C%22C%23=[N]%20C=CC=C%23)([N]%24=C(C%25=CC=CC=[N]%21%25)C=CC=C%24)[N]%26=C(C=C(C=C%26)C)C%19=C%18)C=C%17)C%27=CC=C(OCC%28=CC(C%29=CC(C)=CC=[N]%29[Ru]%30%31([N]%32=C(C%33=CC=CC=[N]%33%31)C=CC=C%32)%34[N]%35=CC=CC=C%35C%36=[N]%30C=CC=C%36)=[N]%34C=C%28)C=C%27)([N]%37=C(C%38=CC=CC=[N]4%38)C=CC=C%37)[N]%39=CC=CC=C%39C%40=[N]3C=CC=C%40,0.5,30,25,0.341,CF,metal_catalyst,CC1=CC=[N]([Ru]23([N]4=C(C5=CC=CC=[N]53)C=CC=C4)6[N]7=CC=CC=C7C8=[N]2C=CC=C8)C(C9=[N]6C=CC(C)=C9)=C1,H6,GMT-oNF,300,87.0,-8.0,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2767.1189999999924,32.5857800000001,2767.1189999999924,32.5857800000001,0,0,0,0,0,0,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,14,14,14,14,14,14,GMT-oNF-2,Toluene,CC1=CC=[N]2[Ru]34([N]5=CC=CC=C5C6=[N]3C=CC=C6)([N]7=C(C8=CC=CC=[N]48)C=CC=C7)[N]9=C(C=C(C=C9)COC(C=C%10)=CC=C%10C%11=C(C%12=CC=C(OCC%13=CC=[N]%14[Ru]%15%16([N]%17=CC=CC=C%17C%18=[N]%15C=CC=C%18)([N]%19=C(C%20=CC=CC=[N]%16%20)C=CC=C%19)[N]%21=C(C=C(C=C%21)C)C%14=C%13)C=C%12)C(C%22=CC=C(OCC%23=CC=[N]%24[Ru]%25%26([N]%27=CC=CC=C%27C%28=[N]%25C=CC=C%28)([N]%29=C(C%30=CC=CC=[N]%26%30)C=CC=C%29)[N]%31=C(C=C(C=C%31)C)C%24=C%23)C=C%22)=C(C%32=CC=C(OCC%33=CC=[N]%34[Ru]%35%36([N]%37=CC=CC=C%37C%38=[N]%35C=CC=C%38)([N]%39=C(C%40=CC=CC=[N]%36%40)C=CC=C%39)[N]%41=C(C=C(C=C%41)C)C%34=C%33)C=C%32)C(C%42=CC=C(OCC%43=CC=[N]%44[Ru]%45%46([N]%47=CC=CC=C%47C%48=[N]%45C=CC=C%48)([N]%49=C(C%50=CC=CC=[N]%46%50)C=CC=C%49)[N]%51=C(C=C(C=C%51)C)C%44=C%43)C=C%42)=C%11C%52=CC=C(OCC%53=CC=[N]%54[Ru]%55%56([N]%57=CC=CC=C%57C%58=[N]%55C=CC=C%58)([N]%59=C(C%60=CC=CC=[N]%56%60)C=CC=C%59)[N]%61=C(C=C(C=C%61)C)C%54=C%53)C=C%52)C2=C1,CC1=CC=[N]2[Ru]34([N]5=CC=CC=C5C6=[N]3C=CC=C6)([N]7=C(C8=CC=CC=[N]48)C=CC=C7)[N]9=C(C=C(C=C9)COC(C=C%10)=CC=C%10C%11=C(C%12=CC=C(OCC%13=CC=[N]%14[Ru]%15%16([N]%17=CC=CC=C%17C%18=[N]%15C=CC=C%18)([N]%19=C(C%20=CC=CC=[N]%16%20)C=CC=C%19)[N]%21=C(C=C(C=C%21)C)C%14=C%13)C=C%12)C(C%22=CC=C(OCC%23=CC=[N]%24[Ru]%25%26([N]%27=CC=CC=C%27C%28=[N]%25C=CC=C%28)([N]%29=C(C%30=CC=CC=[N]%26%30)C=CC=C%29)[N]%31=C(C=C(C=C%31)C)C%24=C%23)C=C%22)=C(C%32=CC=C(OCC%33=CC=[N]%34[Ru]%35%36([N]%37=CC=CC=C%37C%38=[N]%35C=CC=C%38)([N]%39=C(C%40=CC=CC=[N]%36%40)C=CC=C%39)[N]%41=C(C=C(C=C%41)C)C%34=C%33)C=C%32)C(C%42=CC=C(OCC%43=CC=[N]%44[Ru]%45%46([N]%47=CC=CC=C%47C%48=[N]%45C=CC=C%48)([N]%49=C(C%50=CC=CC=[N]%46%50)C=CC=C%49)[N]%51=C(C=C(C=C%51)C)C%44=C%43)C=C%42)=C%11C%52=CC=C(OCC%53=CC=[N]%54[Ru]%55%56([N]%57=CC=CC=C%57C%58=[N]%55C=CC=C%58)([N]%59=C(C%60=CC=CC=[N]%56%60)C=CC=C%59)[N]%61=C(C=C(C=C%61)C)C%54=C%53)C=C%52)C2=C1,0.5,30,25,0.341,CF,metal_catalyst,CC1=CC=[N]([Ru]23([N]4=C(C5=CC=CC=[N]53)C=CC=C4)6[N]7=CC=CC=C7C8=[N]2C=CC=C8)C(C9=[N]6C=CC(C)=C9)=C1,H7,GMT-oNF,300,87.0,-8.0,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,4204.7279999999855,51.463319999999705,4204.7279999999855,51.463319999999705,0,0,0,0,0,0,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,15,15,15,15,15,15,GMT-oNF-2,Toluene,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O3)[C@@H](COCC4=CC(C5=CC(C)=CC=[N]5[Ru]67([N]8=C(C9=CC=CC=[N]97)C=CC=C8)%10[N]%11=CC=CC=C%11C%12=[N]6C=CC=C%12)=[N]%10C=C4)O2)[C@@H](COCC(C=C%13)=CC%14=[N]%13[Ru]%15%16([N]%17=CC=C(C=C%17%14)C)([N]%18=C(C%19=CC=CC=[N]%16%19)C=CC=C%18)[N]%20=CC=CC=C%20C%21=[N]%15C=CC=C%21)O[C@@H]1O[C@H]%22[C@H](O)[C@@H](O)[C@@H](O[C@@H]%23[C@@H](O)[C@H](O)[C@H](O[C@@H]%24[C@@H](O)[C@H](O)[C@H](O[C@@H]%25[C@@H](O)[C@H](O)[C@H](O[C@@H]%26[C@@H](O)[C@H](O)[C@H]3O[C@H]%26COCC%27=CC=[N]%28[Ru]%29%30([N]%31=CC=CC=C%31C%32=[N]%29C=CC=C%32)([N]%33=C(C%34=CC=CC=[N]%30%34)C=CC=C%33)[N]%35=C(C=C(C=C%35)C)C%28=C%27)O[C@H]%25COCC(C=C%36)=CC%37=[N]%36[Ru]%38%39([N]%40=CC=C(C=C%40%37)C)([N]%41=C(C%42=CC=CC=[N]%39%42)C=CC=C%41)[N]%43=CC=CC=C%43C%44=[N]%38C=CC=C%44)O[C@H]%24COCC%45=CC=[N]%46[Ru]%47%48([N]%49=CC=CC=C%49C%50=[N]%47C=CC=C%50)([N]%51=C(C%52=CC=CC=[N]%48%52)C=CC=C%51)[N]%53=C(C=C(C=C%53)C)C%46=C%45)O[C@H]%23COCC%54=CC=[N]%55[Ru]%56%57([N]%58=CC=CC=C%58C%59=[N]%56C=CC=C%59)([N]%60=C(C%61=CC=CC=[N]%57%61)C=CC=C%60)[N]%62=C(C=C(C=C%62)C)C%55=C%54)O[C@@H]%22COCC(C=C%63)=CC%64=[N]%63[Ru]%65%66([N]%67=CC=C(C=C%67%64)C)([N]%68=C(C%69=CC=CC=[N]%66%69)C=CC=C%68)[N]%70=CC=CC=C%70C%71=[N]%65C=CC=C%71,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O3)[C@@H](COCC4=CC(C5=CC(C)=CC=[N]5[Ru]67([N]8=C(C9=CC=CC=[N]97)C=CC=C8)%10[N]%11=CC=CC=C%11C%12=[N]6C=CC=C%12)=[N]%10C=C4)O2)[C@@H](COCC(C=C%13)=CC%14=[N]%13[Ru]%15%16([N]%17=CC=C(C=C%17%14)C)([N]%18=C(C%19=CC=CC=[N]%16%19)C=CC=C%18)[N]%20=CC=CC=C%20C%21=[N]%15C=CC=C%21)O[C@@H]1O[C@H]%22[C@H](O)[C@@H](O)[C@@H](O[C@@H]%23[C@@H](O)[C@H](O)[C@H](O[C@@H]%24[C@@H](O)[C@H](O)[C@H](O[C@@H]%25[C@@H](O)[C@H](O)[C@H](O[C@@H]%26[C@@H](O)[C@H](O)[C@H]3O[C@H]%26COCC%27=CC=[N]%28[Ru]%29%30([N]%31=CC=CC=C%31C%32=[N]%29C=CC=C%32)([N]%33=C(C%34=CC=CC=[N]%30%34)C=CC=C%33)[N]%35=C(C=C(C=C%35)C)C%28=C%27)O[C@H]%25COCC(C=C%36)=CC%37=[N]%36[Ru]%38%39([N]%40=CC=C(C=C%40%37)C)([N]%41=C(C%42=CC=CC=[N]%39%42)C=CC=C%41)[N]%43=CC=CC=C%43C%44=[N]%38C=CC=C%44)O[C@H]%24COCC%45=CC=[N]%46[Ru]%47%48([N]%49=CC=CC=C%49C%50=[N]%47C=CC=C%50)([N]%51=C(C%52=CC=CC=[N]%48%52)C=CC=C%51)[N]%53=C(C=C(C=C%53)C)C%46=C%45)O[C@H]%23COCC%54=CC=[N]%55[Ru]%56%57([N]%58=CC=CC=C%58C%59=[N]%56C=CC=C%59)([N]%60=C(C%61=CC=CC=[N]%57%61)C=CC=C%60)[N]%62=C(C=C(C=C%62)C)C%55=C%54)O[C@@H]%22COCC(C=C%63)=CC%64=[N]%63[Ru]%65%66([N]%67=CC=C(C=C%67%64)C)([N]%68=C(C%69=CC=CC=[N]%66%69)C=CC=C%68)[N]%70=CC=CC=C%70C%71=[N]%65C=CC=C%71,0.5,30,25,0.341,CF,metal_catalyst,CC1=CC=[N]([Ru]23([N]4=C(C5=CC=CC=[N]53)C=CC=C4)6[N]7=CC=CC=C7C8=[N]2C=CC=C8)C(C9=[N]6C=CC(C)=C9)=C1,H8,GMT-oNF,300,87.0,-8.0,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,5304.690999999996,35.69174000000004,5304.690999999996,35.69174000000004,0,0,0,0,0,0,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,16,16,16,16,16,16,GMT-oNF-2,Toluene,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCCOC6=CC=C7O(C(C)C)[Ru](C8N(C9=C(C)C=C(C)C=C9C)CCN8C%10=C(C)C=C(C)C=C%10C)(Cl)(Cl)=CC7=C6)=CC=C5O4C(C)C,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCCOC6=CC=C7O(C(C)C)[Ru](C8N(C9=C(C)C=C(C)C=C9C)CCN8C%10=C(C)C=C(C)C=C%10C)(Cl)(Cl)=CC7=C6)=CC=C5O4C(C)C,0.5,30,25,0.341,CF,metal_catalyst,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(O)=CC=C5O4C(C)C,H1,GMT-oNF,300,87.0,-8.0,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,1313.3199999999986,16.264239999999965,1313.3199999999986,16.264239999999965,0,0,0,0,0,0,1,0,1,0,0.9597831,0.97353244,0.88123673,1.0,0.9562235,0.9541551540000001,0.8992184410827596,1.0090918669172404
17,17,17,17,17,17,17,GMT-oNF-2,Toluene,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC6=CC=C(C7=CC=C(COC8=CC=C9C(C=[Ru](Cl)(Cl)(C(N(CC%10)C(C(C)=CC(C)=C%11)=C%11C)N%10C(C(C)=CC(C)=C%12)=C%12C)O9C(C)C)=C8)C=C7)C=C6)=CC=C5O4C(C)C,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC6=CC=C(C7=CC=C(COC8=CC=C9C(C=[Ru](Cl)(Cl)(C(N(CC%10)C(C(C)=CC(C)=C%11)=C%11C)N%10C(C(C)=CC(C)=C%12)=C%12C)O9C(C)C)=C8)C=C7)C=C6)=CC=C5O4C(C)C,0.5,30,25,0.341,CF,metal_catalyst,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(O)=CC=C5O4C(C)C,H2,GMT-oNF,300,87.0,-8.0,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,1465.515999999998,19.631439999999994,1465.515999999998,19.631439999999994,0,0,0,0,0,0,1,0,1,0,0.97853756,0.97770023,0.92981327,1.0,0.9770982,0.9726298520000001,0.9405925111437003,1.0046671928562998
18,18,18,18,18,18,18,GMT-oNF-2,Toluene,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC6=CC(COC7=CC=C8O(C(C)C)[Ru](C9N(C%10=C(C)C=C(C)C=C%10C)CCN9C%11=C(C)C=C(C)C=C%11C)(Cl)(Cl)=CC8=C7)=CC(COC%12=CC=C%13C(C=[Ru](Cl)(Cl)(C(N(CC%14)C(C(C)=CC(C)=C%15)=C%15C)N%14C(C(C)=CC(C)=C%16)=C%16C)O%13C(C)C)=C%12)=C6)=CC=C5O4C(C)C,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC6=CC(COC7=CC=C8O(C(C)C)[Ru](C9N(C%10=C(C)C=C(C)C=C%10C)CCN9C%11=C(C)C=C(C)C=C%11C)(Cl)(Cl)=CC8=C7)=CC(COC%12=CC=C%13C(C=[Ru](Cl)(Cl)(C(N(CC%14)C(C(C)=CC(C)=C%15)=C%15C)N%14C(C(C)=CC(C)=C%16)=C%16C)O%13C(C)C)=C%12)=C6)=CC=C5O4C(C)C,0.5,30,25,0.341,CF,metal_catalyst,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(O)=CC=C5O4C(C)C,H3,GMT-oNF,300,87.0,-8.0,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2045.0699999999968,26.10336000000005,2045.0699999999968,26.10336000000005,0,0,0,0,0,0,1,0,1,0,1.0,0.9825488,1.0,1.0,0.98403144,0.993316048,0.9819332457844242,1.0046988502155756
19,19,19,19,19,19,19,GMT-oNF-2,Toluene,CC(O1C(C(C=[Ru]1(Cl)(C(N(CC2)C(C(C)=CC(C)=C3)=C3C)N2C(C(C)=CC(C)=C4)=C4C)Cl)=C5)=CC=C5OCC(C=C6)=CC=C6C7=CC(C8=CC=C(COC9=CC=C%10C(C=[Ru](Cl)(Cl)(C(N(CC%11)C(C(C)=CC(C)=C%12)=C%12C)N%11C(C(C)=CC(C)=C%13)=C%13C)O%10C(C)C)=C9)C=C8)=CC(C%14=CC=C(COC%15=CC=C%16O(C(C)C)[Ru](C%17N(C%18=C(C)C=C(C)C=C%18C)CCN%17C%19=C(C)C=C(C)C=C%19C)(Cl)(Cl)=CC%16=C%15)C=C%14)=C7)C,CC(O1C(C(C=[Ru]1(Cl)(C(N(CC2)C(C(C)=CC(C)=C3)=C3C)N2C(C(C)=CC(C)=C4)=C4C)Cl)=C5)=CC=C5OCC(C=C6)=CC=C6C7=CC(C8=CC=C(COC9=CC=C%10C(C=[Ru](Cl)(Cl)(C(N(CC%11)C(C(C)=CC(C)=C%12)=C%12C)N%11C(C(C)=CC(C)=C%13)=C%13C)O%10C(C)C)=C9)C=C8)=CC(C%14=CC=C(COC%15=CC=C%16O(C(C)C)[Ru](C%17N(C%18=C(C)C=C(C)C=C%18C)CCN%17C%19=C(C)C=C(C)C=C%19C)(Cl)(Cl)=CC%16=C%15)C=C%14)=C7)C,0.5,30,25,0.341,CF,metal_catalyst,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(O)=CC=C5O4C(C)C,H4,GMT-oNF,300,87.0,-8.0,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2273.363999999996,31.104360000000103,2273.363999999996,31.104360000000103,0,0,0,0,0,0,1,0,1,0,1.0,1.0,1.0,1.0,0.98519695,0.99703939,0.9888194188571003,1.0052593611428997
20,20,20,20,20,20,20,GMT-oNF-2,Toluene,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC(COC6=CC=C7C(C=[Ru](Cl)(Cl)(C(N(CC8)C(C(C)=CC(C)=C9)=C9C)N8C(C(C)=CC(C)=C%10)=C%10C)O7C(C)C)=C6)(COC%11=CC=C%12C(C=[Ru](Cl)(Cl)(C(N(CC%13)C(C(C)=CC(C)=C%14)=C%14C)N%13C(C(C)=CC(C)=C%15)=C%15C)O%12C(C)C)=C%11)COC%16=CC=C%17O(C(C)C)[Ru](C%18N(C%19=C(C)C=C(C)C=C%19C)CCN%18C%20=C(C)C=C(C)C=C%20C)(Cl)(Cl)=CC%17=C%16)=CC=C5O4C(C)C,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC(COC6=CC=C7C(C=[Ru](Cl)(Cl)(C(N(CC8)C(C(C)=CC(C)=C9)=C9C)N8C(C(C)=CC(C)=C%10)=C%10C)O7C(C)C)=C6)(COC%11=CC=C%12C(C=[Ru](Cl)(Cl)(C(N(CC%13)C(C(C)=CC(C)=C%14)=C%14C)N%13C(C(C)=CC(C)=C%15)=C%15C)O%12C(C)C)=C%11)COC%16=CC=C%17O(C(C)C)[Ru](C%18N(C%19=C(C)C=C(C)C=C%19C)CCN%18C%20=C(C)C=C(C)C=C%20C)(Cl)(Cl)=CC%17=C%16)=CC=C5O4C(C)C,0.5,30,25,0.341,CF,metal_catalyst,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(O)=CC=C5O4C(C)C,H5,GMT-oNF,300,87.0,-8.0,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2638.650999999993,32.5284800000001,2638.650999999993,32.5284800000001,0,0,0,0,0,0,1,0,1,0,1.0,1.0,1.0,1.0,0.99450815,0.99890163,0.9958520659898039,1.0019511940101962
21,21,21,21,21,21,21,GMT-oNF-2,Toluene,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC(C=C6)=CC=C6C(C7=CC=C(COC8=CC=C9C(C=[Ru](Cl)(Cl)(C(N(CC%10)C(C(C)=CC(C)=C%11)=C%11C)N%10C(C(C)=CC(C)=C%12)=C%12C)O9C(C)C)=C8)C=C7)(C%13=CC=C(COC%14=CC=C%15O(C(C)C)[Ru](C%16N(C%17=C(C)C=C(C)C=C%17C)CCN%16C%18=C(C)C=C(C)C=C%18C)(Cl)(Cl)=CC%15=C%14)C=C%13)C%19=CC=C(COC%20=CC=C%21O(C(C)C)[Ru](C%22N(C%23=C(C)C=C(C)C=C%23C)CCN%22C%24=C(C)C=C(C)C=C%24C)(Cl)(Cl)=CC%21=C%20)C=C%19)=CC=C5O4C(C)C,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC(C=C6)=CC=C6C(C7=CC=C(COC8=CC=C9C(C=[Ru](Cl)(Cl)(C(N(CC%10)C(C(C)=CC(C)=C%11)=C%11C)N%10C(C(C)=CC(C)=C%12)=C%12C)O9C(C)C)=C8)C=C7)(C%13=CC=C(COC%14=CC=C%15O(C(C)C)[Ru](C%16N(C%17=C(C)C=C(C)C=C%17C)CCN%16C%18=C(C)C=C(C)C=C%18C)(Cl)(Cl)=CC%15=C%14)C=C%13)C%19=CC=C(COC%20=CC=C%21O(C(C)C)[Ru](C%22N(C%23=C(C)C=C(C)C=C%23C)CCN%22C%24=C(C)C=C(C)C=C%24C)(Cl)(Cl)=CC%21=C%20)C=C%19)=CC=C5O4C(C)C,0.5,30,25,0.341,CF,metal_catalyst,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(O)=CC=C5O4C(C)C,H6,GMT-oNF,300,87.0,-8.0,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2943.04299999999,38.62497999999999,2943.04299999999,38.62497999999999,0,0,0,0,0,0,1,0,1,0,1.0,1.0,1.0,1.0,0.99632907,0.9992658139999999,0.9972273868739951,1.0013042411260047
